frame, id, x, y, z
3, 14, 1338, 2159, -0.38480180501937866
3, 15, 1075, 2077, -0.6747056245803833
3, 16, 1058, 2073, -0.5859079957008362
3, 17, 1175, 2036, -0.7534934282302856
3, 18, 976, 1976, -0.6592468023300171
3, 19, 1202, 2087, -0.7515977025032043
3, 20, 971, 2047, -0.6769092082977295
3, 21, 1179, 2093, -0.6723416447639465
3, 22, 996, 2079, -0.5927112698554993
3, 23, 929, 1886, -0.014355247840285301
3, 24, 1225, 1863, 0.014260655269026756
3, 25, 898, 1362, -0.0017440414521843195
3, 26, 1187, 1328, 0.0933026671409607
3, 27, 920, 921, 0.5536489486694336
3, 28, 1133, 897, 0.5617935061454773
3, 29, 924, 893, 0.5953763127326965
3, 30, 1116, 872, 0.5975395441055298
3, 31, 955, 674, 0.3220778703689575
3, 32, 1139, 648, 0.3306663930416107
4, 0, 1132, 2918, -0.912944495677948
4, 1, 1086, 2991, -0.8849648237228394
4, 2, 1056, 2991, -0.8849593997001648
4, 3, 1031, 2992, -0.8849674463272095
4, 4, 1181, 2989, -0.874286413192749
4, 5, 1210, 2988, -0.8743889331817627
4, 6, 1232, 2986, -0.8744516372680664
4, 7, 976, 2964, -0.6531272530555725
4, 8, 1251, 2946, -0.6034679412841797
4, 9, 1075, 2836, -0.8210284113883972
4, 10, 1176, 2834, -0.8068895936012268
4, 11, 832, 2606, -0.48834121227264404
4, 12, 1325, 2576, -0.4100041687488556
4, 13, 779, 2177, -0.4814895689487457
4, 14, 1340, 2159, -0.36463430523872375
4, 15, 1081, 2076, -0.6709103584289551
4, 16, 1074, 2075, -0.5741243362426758
4, 17, 1178, 2043, -0.7485823631286621
4, 18, 994, 1973, -0.6462477445602417
4, 19, 1203, 2094, -0.7468665242195129
4, 20, 981, 2055, -0.6644346117973328
4, 21, 1183, 2100, -0.6683245301246643
4, 22, 1012, 2077, -0.5818500518798828
4, 23, 929, 1884, -0.015092219226062298
4, 24, 1225, 1860, 0.014989282004535198
4, 25, 899, 1362, -0.003355927299708128
4, 26, 1183, 1324, 0.097663514316082
4, 27, 920, 921, 0.5583112835884094
4, 28, 1126, 897, 0.572973370552063
4, 29, 925, 893, 0.6008240580558777
4, 30, 1108, 871, 0.6093898415565491
4, 31, 955, 676, 0.3283970057964325
4, 32, 1135, 647, 0.34318414330482483
5, 0, 1132, 2916, -0.9084132313728333
5, 1, 1086, 2990, -0.8814508318901062
5, 2, 1056, 2991, -0.8814428448677063
5, 3, 1031, 2992, -0.8814463019371033
5, 4, 1181, 2988, -0.8699387311935425
5, 5, 1209, 2988, -0.8700361251831055
5, 6, 1232, 2986, -0.8700898289680481
5, 7, 977, 2964, -0.6531025171279907
5, 8, 1250, 2946, -0.5999761819839478
5, 9, 1075, 2836, -0.81788170337677
5, 10, 1176, 2833, -0.8026505708694458
5, 11, 829, 2606, -0.48734503984451294
5, 12, 1325, 2577, -0.4088825285434723
5, 13, 781, 2173, -0.4779955744743347
5, 14, 1343, 2159, -0.36137253046035767
5, 15, 1083, 2076, -0.6689682602882385
5, 16, 1083, 2077, -0.5708217620849609
5, 17, 1177, 2046, -0.7467707991600037
5, 18, 1006, 1973, -0.6442775130271912
5, 19, 1202, 2096, -0.745693564414978
5, 20, 986, 2062, -0.6641271114349365
5, 21, 1183, 2102, -0.6668567657470703
5, 22, 1020, 2078, -0.5800755023956299
5, 23, 929, 1882, -0.01509320829063654
5, 24, 1226, 1859, 0.014990516938269138
5, 25, 899, 1362, -0.0027420970145612955
5, 26, 1183, 1320, 0.09989899396896362
5, 27, 921, 921, 0.5566264390945435
5, 28, 1126, 897, 0.5695827007293701
5, 29, 928, 893, 0.598421573638916
5, 30, 1109, 869, 0.6053910255432129
5, 31, 948, 678, 0.32972458004951477
5, 32, 1134, 647, 0.34021657705307007
6, 0, 1132, 2915, -0.8701709508895874
6, 1, 1086, 2990, -0.8505222201347351
6, 2, 1055, 2991, -0.8504738211631775
6, 3, 1031, 2992, -0.8504242897033691
6, 4, 1181, 2988, -0.8372935652732849
6, 5, 1209, 2987, -0.8373770117759705
6, 6, 1232, 2985, -0.8374322056770325
6, 7, 977, 2963, -0.6272168755531311
6, 8, 1249, 2945, -0.5849456191062927
6, 9, 1074, 2836, -0.7931929230690002
6, 10, 1176, 2832, -0.7747983932495117
6, 11, 828, 2605, -0.46474865078926086
6, 12, 1325, 2577, -0.387561559677124
6, 13, 781, 2171, -0.4521051049232483
6, 14, 1346, 2159, -0.34668734669685364
6, 15, 1080, 2075, -0.6568630933761597
6, 16, 1086, 2078, -0.5197607278823853
6, 17, 1171, 2044, -0.7191791534423828
6, 18, 1012, 1970, -0.589506208896637
6, 19, 1198, 2093, -0.705520510673523
6, 20, 988, 2063, -0.608380913734436
6, 21, 1180, 2100, -0.6439414620399475
6, 22, 1023, 2079, -0.5293110013008118
6, 23, 929, 1878, -0.01510216947644949
6, 24, 1226, 1855, 0.014998000115156174
6, 25, 899, 1361, -0.0024169180542230606
6, 26, 1184, 1316, 0.1176532655954361
6, 27, 923, 921, 0.5506402850151062
6, 28, 1125, 898, 0.5965077877044678
6, 29, 931, 892, 0.5928166508674622
6, 30, 1108, 870, 0.6344807744026184
6, 31, 946, 679, 0.3334495425224304
6, 32, 1134, 647, 0.3911474049091339
7, 0, 1132, 2914, -0.8329632878303528
7, 1, 1085, 2989, -0.8122390508651733
7, 2, 1054, 2990, -0.8121568560600281
7, 3, 1030, 2991, -0.8120645880699158
7, 4, 1181, 2987, -0.8002327084541321
7, 5, 1208, 2986, -0.8003313541412354
7, 6, 1231, 2984, -0.8003889322280884
7, 7, 977, 2962, -0.6253332495689392
7, 8, 1248, 2944, -0.5700091123580933
7, 9, 1072, 2836, -0.7565551996231079
7, 10, 1176, 2831, -0.7398361563682556
7, 11, 828, 2605, -0.4550709128379822
7, 12, 1325, 2578, -0.3828001320362091
7, 13, 782, 2171, -0.44215211272239685
7, 14, 1348, 2160, -0.33946433663368225
7, 15, 1079, 2073, -0.6453227400779724
7, 16, 1083, 2073, -0.4927917420864105
7, 17, 1168, 2044, -0.7018065452575684
7, 18, 1015, 1976, -0.5597155094146729
7, 19, 1197, 2092, -0.6892421841621399
7, 20, 990, 2052, -0.5754461288452148
7, 21, 1179, 2099, -0.6300341486930847
7, 22, 1012, 2075, -0.5002301335334778
7, 23, 929, 1879, -0.015680760145187378
7, 24, 1226, 1855, 0.015535778366029263
7, 25, 899, 1371, -0.06964598596096039
7, 26, 1184, 1316, 0.11623602360486984
7, 27, 924, 920, 0.4135217070579529
7, 28, 1124, 901, 0.5080055594444275
7, 29, 933, 890, 0.44903692603111267
7, 30, 1108, 871, 0.5391015410423279
7, 31, 946, 679, 0.19901125133037567
7, 32, 1132, 647, 0.31583884358406067
8, 0, 1132, 2913, -0.8359598517417908
8, 1, 1084, 2988, -0.8124650120735168
8, 2, 1053, 2989, -0.8123490810394287
8, 3, 1030, 2990, -0.8122152090072632
8, 4, 1181, 2986, -0.8010786771774292
8, 5, 1208, 2985, -0.8011661171913147
8, 6, 1231, 2983, -0.8012101054191589
8, 7, 976, 2960, -0.6188070774078369
8, 8, 1248, 2943, -0.5652287006378174
8, 9, 1071, 2835, -0.7576296925544739
8, 10, 1176, 2830, -0.7402238249778748
8, 11, 827, 2605, -0.46122732758522034
8, 12, 1325, 2579, -0.3946615159511566
8, 13, 783, 2172, -0.44359371066093445
8, 14, 1349, 2161, -0.34092095494270325
8, 15, 1079, 2070, -0.640969455242157
8, 16, 1084, 2071, -0.49593573808670044
8, 17, 1166, 2042, -0.6968314051628113
8, 18, 1016, 1959, -0.5638796091079712
8, 19, 1195, 2092, -0.6865400075912476
8, 20, 992, 2049, -0.5802092552185059
8, 21, 1178, 2097, -0.6293134093284607
8, 22, 1017, 2063, -0.5038102865219116
8, 23, 929, 1880, -0.01581100933253765
8, 24, 1226, 1857, 0.015648992732167244
8, 25, 900, 1373, -0.047948919236660004
8, 26, 1185, 1320, 0.10342197120189667
8, 27, 927, 920, 0.4416154623031616
8, 28, 1124, 903, 0.49502480030059814
8, 29, 935, 890, 0.4770372807979584
8, 30, 1109, 873, 0.525161623954773
8, 31, 952, 679, 0.22617685794830322
8, 32, 1131, 648, 0.2916363775730133
9, 0, 1131, 2907, -0.9700084328651428
9, 1, 1083, 2984, -0.9409785270690918
9, 2, 1053, 2985, -0.9409377574920654
9, 3, 1029, 2986, -0.9408980011940002
9, 4, 1181, 2982, -0.9298437833786011
9, 5, 1207, 2980, -0.9299871921539307
9, 6, 1230, 2978, -0.9300786256790161
9, 7, 975, 2955, -0.70348060131073
9, 8, 1248, 2939, -0.6515722274780273
9, 9, 1070, 2831, -0.8760904669761658
9, 10, 1176, 2826, -0.8610286116600037
9, 11, 826, 2604, -0.5235438942909241
9, 12, 1325, 2579, -0.45372530817985535
9, 13, 783, 2172, -0.5301125645637512
9, 14, 1349, 2160, -0.42383360862731934
9, 15, 1078, 2067, -0.7503212094306946
9, 16, 1087, 2053, -0.6452592015266418
9, 17, 1165, 2035, -0.8291748762130737
9, 18, 1018, 1958, -0.7244169116020203
9, 19, 1195, 2088, -0.8307899832725525
9, 20, 1000, 2039, -0.7440391778945923
9, 21, 1177, 2092, -0.7491637468338013
9, 22, 1020, 2062, -0.656023383140564
9, 23, 930, 1886, -0.015813814476132393
9, 24, 1226, 1865, 0.01565030962228775
9, 25, 904, 1375, -0.04155002906918526
9, 26, 1185, 1329, 0.0567440502345562
9, 27, 937, 918, 0.4525752067565918
9, 28, 1123, 903, 0.4727655351161957
9, 29, 942, 886, 0.48718029260635376
9, 30, 1109, 873, 0.5030984878540039
9, 31, 959, 679, 0.2070743292570114
9, 32, 1130, 649, 0.23126524686813354
10, 0, 1129, 2903, -0.9868366122245789
10, 1, 1080, 2979, -0.9532685279846191
10, 2, 1051, 2980, -0.9532603025436401
10, 3, 1027, 2980, -0.9532350897789001
10, 4, 1179, 2980, -0.9423512816429138
10, 5, 1205, 2978, -0.9424780607223511
10, 6, 1228, 2977, -0.9425703883171082
10, 7, 972, 2948, -0.6979679465293884
10, 8, 1247, 2938, -0.6476948857307434
10, 9, 1069, 2827, -0.8869474530220032
10, 10, 1174, 2823, -0.8726221323013306
10, 11, 825, 2598, -0.5167656540870667
10, 12, 1325, 2578, -0.4442233741283417
10, 13, 786, 2169, -0.5262148976325989
10, 14, 1345, 2157, -0.4152832329273224
10, 15, 1076, 2062, -0.7550199031829834
10, 16, 1089, 2054, -0.6606318354606628
10, 17, 1161, 2013, -0.8413941860198975
10, 18, 1012, 1939, -0.7464376091957092
10, 19, 1189, 2068, -0.8467079401016235
10, 20, 997, 2010, -0.7687846422195435
10, 21, 1174, 2078, -0.7564408779144287
10, 22, 1012, 2055, -0.672836422920227
10, 23, 930, 1883, -0.01580655202269554
10, 24, 1226, 1861, 0.015642698854207993
10, 25, 909, 1372, -0.007540759164839983
10, 26, 1180, 1328, 0.06414228677749634
10, 27, 955, 914, 0.5572474002838135
10, 28, 1122, 902, 0.554308295249939
10, 29, 955, 882, 0.5994469523429871
10, 30, 1109, 871, 0.5923431515693665
10, 31, 971, 677, 0.3091958165168762
10, 32, 1119, 649, 0.30495786666870117
11, 0, 1128, 2896, -1.0388904809951782
11, 1, 1079, 2973, -1.0063457489013672
11, 2, 1049, 2973, -1.0063247680664062
11, 3, 1026, 2974, -1.0062901973724365
11, 4, 1179, 2973, -0.9938631653785706
11, 5, 1204, 2972, -0.9940201640129089
11, 6, 1228, 2971, -0.9941051602363586
11, 7, 971, 2943, -0.7442672848701477
11, 8, 1246, 2933, -0.6891741156578064
11, 9, 1068, 2822, -0.936601459980011
11, 10, 1174, 2817, -0.920856237411499
11, 11, 823, 2592, -0.5540894865989685
11, 12, 1325, 2574, -0.475685179233551
11, 13, 786, 2162, -0.5758242607116699
11, 14, 1344, 2155, -0.4890877604484558
11, 15, 1082, 2049, -0.8083847165107727
11, 16, 1097, 2057, -0.798662543296814
11, 17, 1167, 2006, -0.8956413269042969
11, 18, 1026, 1963, -0.892871081829071
11, 19, 1191, 2060, -0.8988726735115051
11, 20, 1022, 2033, -0.9112890362739563
11, 21, 1176, 2073, -0.8091048002243042
11, 22, 1037, 2070, -0.8116171956062317
11, 23, 929, 1873, -0.014676842838525772
11, 24, 1224, 1851, 0.01454484649002552
11, 25, 911, 1366, 0.03552185371518135
11, 26, 1178, 1323, 0.09137368202209473
11, 27, 964, 912, 0.6486676931381226
11, 28, 1121, 901, 0.6283205151557922
11, 29, 964, 880, 0.6957838535308838
11, 30, 1109, 869, 0.6700482368469238
11, 31, 975, 677, 0.4137622117996216
11, 32, 1119, 649, 0.38367605209350586
12, 0, 1128, 2893, -1.0439298152923584
12, 1, 1079, 2970, -1.0136370658874512
12, 2, 1049, 2970, -1.0136141777038574
12, 3, 1025, 2971, -1.013609528541565
12, 4, 1178, 2970, -1.0010755062103271
12, 5, 1204, 2969, -1.0012338161468506
12, 6, 1228, 2968, -1.001358151435852
12, 7, 970, 2940, -0.7607406377792358
12, 8, 1245, 2931, -0.7042858004570007
12, 9, 1067, 2819, -0.944454550743103
12, 10, 1173, 2814, -0.9284330010414124
12, 11, 822, 2588, -0.5717273354530334
12, 12, 1325, 2573, -0.4945778250694275
12, 13, 787, 2155, -0.5842997431755066
12, 14, 1343, 2152, -0.4960090219974518
12, 15, 1081, 2039, -0.8047814965248108
12, 16, 1098, 2057, -0.7728874087333679
12, 17, 1167, 1992, -0.890443742275238
12, 18, 1021, 1965, -0.86210697889328
12, 19, 1189, 2045, -0.8947722315788269
12, 20, 1020, 2035, -0.880851149559021
12, 21, 1175, 2061, -0.805999755859375
12, 22, 1036, 2072, -0.7847068309783936
12, 23, 929, 1865, -0.0153448935598135
12, 24, 1223, 1845, 0.015201564878225327
12, 25, 935, 1360, 0.061579324305057526
12, 26, 1178, 1320, 0.132547989487648
12, 27, 979, 901, 0.6638946533203125
12, 28, 1123, 901, 0.6703916192054749
12, 29, 978, 870, 0.7094244956970215
12, 30, 1111, 868, 0.712273895740509
12, 31, 1001, 666, 0.42396560311317444
12, 32, 1127, 649, 0.43364524841308594
13, 0, 1127, 2891, -0.9936844706535339
13, 1, 1078, 2966, -0.9632187485694885
13, 2, 1048, 2966, -0.9632033705711365
13, 3, 1025, 2967, -0.9631903767585754
13, 4, 1178, 2966, -0.9515730142593384
13, 5, 1203, 2965, -0.9517040252685547
13, 6, 1226, 2964, -0.9517949819564819
13, 7, 969, 2936, -0.7234947085380554
13, 8, 1244, 2927, -0.6727936863899231
13, 9, 1066, 2817, -0.8971087336540222
13, 10, 1172, 2812, -0.8822287321090698
13, 11, 822, 2583, -0.5474628210067749
13, 12, 1325, 2572, -0.4950118958950043
13, 13, 790, 2152, -0.5452917814254761
13, 14, 1340, 2144, -0.47058525681495667
13, 15, 1081, 2008, -0.7659058570861816
13, 16, 1082, 2044, -0.6896648406982422
13, 17, 1163, 1941, -0.8322564959526062
13, 18, 995, 1919, -0.7557454705238342
13, 19, 1187, 2001, -0.8296349048614502
13, 20, 988, 1989, -0.7610684633255005
13, 21, 1171, 2019, -0.7614372968673706
13, 22, 1008, 2026, -0.6870913505554199
13, 23, 929, 1867, -0.014081901870667934
13, 24, 1223, 1846, 0.013839979656040668
13, 25, 933, 1363, 0.017488306388258934
13, 26, 1176, 1321, 0.11041831970214844
13, 27, 978, 899, 0.5356007814407349
13, 28, 1122, 901, 0.5618170499801636
13, 29, 978, 868, 0.5747004747390747
13, 30, 1111, 868, 0.5968253016471863
13, 31, 1002, 665, 0.30969300866127014
13, 32, 1122, 649, 0.340236097574234
14, 0, 1127, 2881, -0.9101691246032715
14, 1, 1078, 2954, -0.8901581764221191
14, 2, 1048, 2954, -0.8900418877601624
14, 3, 1025, 2954, -0.8899793028831482
14, 4, 1177, 2954, -0.8779266476631165
14, 5, 1202, 2952, -0.8781406283378601
14, 6, 1226, 2951, -0.8783469796180725
14, 7, 969, 2926, -0.7136074900627136
14, 8, 1244, 2918, -0.6569635272026062
14, 9, 1066, 2809, -0.8335089087486267
14, 10, 1172, 2804, -0.8184435367584229
14, 11, 822, 2571, -0.5339252352714539
14, 12, 1325, 2567, -0.48533177375793457
14, 13, 795, 2144, -0.5245926976203918
14, 14, 1338, 2126, -0.4636894166469574
14, 15, 1083, 1984, -0.6346940398216248
14, 16, 1055, 2022, -0.5934129953384399
14, 17, 1161, 1905, -0.6897366642951965
14, 18, 966, 1892, -0.6486572027206421
14, 19, 1186, 1963, -0.6832746863365173
14, 20, 948, 1982, -0.645829975605011
14, 21, 1170, 1982, -0.6281667947769165
14, 22, 972, 2013, -0.5885205864906311
14, 23, 928, 1868, -0.014042300172150135
14, 24, 1223, 1846, 0.01375878881663084
14, 25, 933, 1374, -0.03532528877258301
14, 26, 1170, 1322, 0.056007761508226395
14, 27, 979, 896, 0.39742904901504517
14, 28, 1122, 898, 0.40469348430633545
14, 29, 978, 867, 0.4289233088493347
14, 30, 1111, 865, 0.43057486414909363
14, 31, 1013, 660, 0.19172002375125885
14, 32, 1121, 648, 0.1955304890871048
15, 0, 1127, 2858, -0.869904100894928
15, 1, 1079, 2930, -0.8493843674659729
15, 2, 1049, 2931, -0.8492839336395264
15, 3, 1026, 2932, -0.8492329716682434
15, 4, 1177, 2931, -0.8387418985366821
15, 5, 1202, 2930, -0.8389241695404053
15, 6, 1226, 2930, -0.8391081094741821
15, 7, 971, 2912, -0.6610187888145447
15, 8, 1244, 2902, -0.6141511797904968
15, 9, 1066, 2791, -0.7908619046211243
15, 10, 1173, 2786, -0.7778019309043884
15, 11, 824, 2557, -0.5059328079223633
15, 12, 1325, 2556, -0.47380968928337097
15, 13, 800, 2126, -0.48335063457489014
15, 14, 1333, 2108, -0.45746299624443054
15, 15, 1077, 1963, -0.6085144877433777
15, 16, 1047, 1961, -0.5459541082382202
15, 17, 1151, 1883, -0.6691862344741821
15, 18, 957, 1857, -0.6036698222160339
15, 19, 1172, 1939, -0.6665269732475281
15, 20, 936, 1928, -0.6045143008232117
15, 21, 1161, 1960, -0.604249119758606
15, 22, 961, 1965, -0.5440769791603088
15, 23, 925, 1858, -0.014901851303875446
15, 24, 1216, 1832, 0.014555814675986767
15, 25, 932, 1368, -0.03405411168932915
15, 26, 1157, 1310, 0.06137489154934883
15, 27, 978, 896, 0.4340580403804779
15, 28, 1113, 896, 0.4511790871620178
15, 29, 976, 867, 0.46957194805145264
15, 30, 1100, 863, 0.4811096787452698
15, 31, 1015, 660, 0.23428185284137726
15, 32, 1112, 648, 0.24604324996471405
16, 0, 1131, 2816, -0.84550940990448
16, 1, 1083, 2889, -0.8228009343147278
16, 2, 1051, 2890, -0.8227006196975708
16, 3, 1028, 2892, -0.8226302266120911
16, 4, 1181, 2890, -0.814032256603241
16, 5, 1206, 2891, -0.8142142295837402
16, 6, 1229, 2891, -0.814330518245697
16, 7, 974, 2881, -0.6326979994773865
16, 8, 1247, 2870, -0.5941066741943359
16, 9, 1067, 2746, -0.7680354118347168
16, 10, 1175, 2741, -0.7569373846054077
16, 11, 828, 2523, -0.49438759684562683
16, 12, 1325, 2505, -0.4677649736404419
16, 13, 801, 2092, -0.47179391980171204
16, 14, 1315, 2053, -0.4511256217956543
16, 15, 1077, 1899, -0.5973842740058899
16, 16, 1008, 1967, -0.5418411493301392
16, 17, 1146, 1794, -0.6584082841873169
16, 18, 931, 1850, -0.5972692966461182
16, 19, 1169, 1850, -0.6533176302909851
16, 20, 918, 1924, -0.5941520929336548
16, 21, 1160, 1869, -0.5922932624816895
16, 22, 945, 1959, -0.538738489151001
16, 23, 922, 1839, -0.016483010724186897
16, 24, 1211, 1802, 0.016144536435604095
16, 25, 931, 1381, -0.2620035707950592
16, 26, 1152, 1309, 0.06378106027841568
16, 27, 976, 896, 0.16973716020584106
16, 28, 1112, 900, 0.4562995135784149
16, 29, 976, 868, 0.20298239588737488
16, 30, 1099, 873, 0.48571473360061646
16, 31, 1014, 660, -0.017223143950104713
16, 32, 1109, 649, 0.2649604380130768
17, 0, 1130, 2775, -0.895339846611023
17, 1, 1083, 2846, -0.8653824925422668
17, 2, 1051, 2848, -0.8652979135513306
17, 3, 1028, 2850, -0.8652380108833313
17, 4, 1181, 2845, -0.8655421137809753
17, 5, 1206, 2846, -0.8657198548316956
17, 6, 1230, 2846, -0.8658172488212585
17, 7, 977, 2845, -0.6497201323509216
17, 8, 1250, 2827, -0.639188289642334
17, 9, 1066, 2700, -0.807561457157135
17, 10, 1175, 2695, -0.8068379759788513
17, 11, 828, 2488, -0.4998069405555725
17, 12, 1327, 2427, -0.5021007061004639
17, 13, 806, 2048, -0.48330259323120117
17, 14, 1292, 1986, -0.5004621744155884
17, 15, 1078, 1863, -0.6514618992805481
17, 16, 1022, 1925, -0.6417252421379089
17, 17, 1130, 1750, -0.7207115292549133
17, 18, 942, 1847, -0.7118223905563354
17, 19, 1164, 1803, -0.724082887172699
17, 20, 930, 1926, -0.7146279811859131
17, 21, 1157, 1831, -0.6532331109046936
17, 22, 956, 1957, -0.6432311534881592
17, 23, 918, 1807, -0.010855471715331078
17, 24, 1204, 1781, 0.010598691180348396
17, 25, 924, 1349, -0.1650686264038086
17, 26, 1145, 1302, -0.0319979228079319
17, 27, 972, 898, 0.34433966875076294
17, 28, 1112, 900, 0.4350937306880951
17, 29, 973, 876, 0.3709012567996979
17, 30, 1103, 878, 0.4707225561141968
17, 31, 1007, 662, 0.10048828274011612
17, 32, 1109, 649, 0.2231871485710144
18, 0, 1129, 2721, -0.9435348510742188
18, 1, 1082, 2788, -0.9136654138565063
18, 2, 1051, 2790, -0.9135754108428955
18, 3, 1028, 2792, -0.9135034680366516
18, 4, 1181, 2790, -0.9137502312660217
18, 5, 1206, 2791, -0.9139453768730164
18, 6, 1229, 2791, -0.9140613079071045
18, 7, 981, 2784, -0.686742901802063
18, 8, 1250, 2768, -0.6827983856201172
18, 9, 1065, 2643, -0.8522877097129822
18, 10, 1174, 2639, -0.8519622683525085
18, 11, 831, 2446, -0.516051173210144
18, 12, 1330, 2367, -0.5533950328826904
18, 13, 812, 2011, -0.48433125019073486
18, 14, 1285, 1941, -0.5547707676887512
18, 15, 1075, 1775, -0.6511321663856506
18, 16, 993, 1887, -0.6766217350959778
18, 17, 1112, 1681, -0.7211706042289734
18, 18, 896, 1819, -0.7469140887260437
18, 19, 1143, 1725, -0.7253767848014832
18, 20, 898, 1903, -0.7500370740890503
18, 21, 1142, 1756, -0.6544204354286194
18, 22, 926, 1933, -0.6774270534515381
18, 23, 917, 1776, -0.005851060152053833
18, 24, 1197, 1746, 0.005671259947121143
18, 25, 924, 1322, -0.13707423210144043
18, 26, 1141, 1274, -0.005300708580762148
18, 27, 972, 899, 0.37682947516441345
18, 28, 1110, 899, 0.5141898393630981
18, 29, 973, 880, 0.43512439727783203
18, 30, 1103, 881, 0.5548973083496094
18, 31, 999, 664, 0.22126151621341705
18, 32, 1112, 649, 0.3194708228111267
19, 0, 1129, 2648, -0.8922757506370544
19, 1, 1082, 2720, -0.870613157749176
19, 2, 1051, 2721, -0.8704549670219421
19, 3, 1029, 2722, -0.8703423738479614
19, 4, 1181, 2719, -0.868800938129425
19, 5, 1206, 2719, -0.8689866065979004
19, 6, 1229, 2718, -0.8690507411956787
19, 7, 986, 2709, -0.6764587163925171
19, 8, 1250, 2695, -0.6672590970993042
19, 9, 1065, 2578, -0.8126160502433777
19, 10, 1174, 2574, -0.8105003833770752
19, 11, 832, 2383, -0.5159276127815247
19, 12, 1330, 2322, -0.5255922675132751
19, 13, 815, 1953, -0.4484838843345642
19, 14, 1288, 1898, -0.5123348832130432
19, 15, 1043, 1714, -0.5723037719726562
19, 16, 1073, 1831, -0.5993054509162903
19, 17, 1083, 1618, -0.6297115683555603
19, 18, 978, 1738, -0.6525688767433167
19, 19, 1117, 1651, -0.6460702419281006
19, 20, 976, 1805, -0.6605744957923889
19, 21, 1116, 1682, -0.5778827667236328
19, 22, 990, 1836, -0.6008936762809753
19, 23, 916, 1737, -0.006124786101281643
19, 24, 1194, 1727, 0.005943995900452137
19, 25, 930, 1324, -0.27854084968566895
19, 26, 1142, 1274, 0.01843429170548916
19, 27, 974, 897, 0.16932620108127594
